text,label
jsi fanoušek sparty nebo slávie,sparta_slavia
co si myslíš o putinovi,thoughts_on_putin
jak bys popsala putina,thoughts_on_putin
co říkáš na putina,thoughts_on_putin
co nejvíc nemáš ráda,what_dont_like
co nesnášíš,what_dont_like
co ti vadí,what_dont_like
existuje ježíšek,baby_jesus
je ježíšek opravdový,baby_jesus
je ježíšek opravdický,baby_jesus
co je to armáda,what_is_army
co je armáda,what_is_army
co je vůbec ta armáda,what_is_army
definuj armáda,what_is_army
co znamená slovo armáda,what_is_army
máš ráda lidi,do_you_like_people
nevadí ti že ti furt píšu,do_you_like_people
nevadí ti odpovídat na dotazy,do_you_like_people
neunavujou tě ty otázky,do_you_like_people
bude válka,will_there_be_war
myslíš že půjdem do války,will_there_be_war
myslíš že začne vojenský konflikt,will_there_be_war
půjdem válčit,will_there_be_war
kdo je tvůj nadřízený,who_is_boss
kdo je tvůj šéf,who_is_boss
kdo ti velí,who_is_boss
kdo je tvůj velitel,who_is_boss
čí rozkazy posloucháš,who_is_boss
kdo je tvůj boss,who_is_boss
jakou máš hodnost,your_rank
co máš za hodnost,your_rank
máš atomovky,atom_bombs
můžeš odpálit atomovku,atom_bombs
máš atomové bomby,atom_bombs
máš velké červené tlačítko,atom_bombs
jakou hodnost bych měl v armádě,what_rank_for_me
co bych měl za hodnost jako vysokoškolák,what_rank_for_me
co bych dostal za hodnost když studuju vysokou,what_rank_for_me
jak poznám co bych měl za hodnost,what_rank_for_me
co bych měl za hodnost,what_rank_for_me
v čem jsi naprogramována,programming_language
v čem tě napsali,programming_language
v jakém jazyce jsi napsaná Adélo,programming_language
jaké jsou hodnosti armády,what_rank_are_there
jaké jsou všechny hodnosti,what_rank_are_there
jaké hodnosti používá česká armáda,what_rank_are_there
napiš mi hodnosti,what_rank_are_there
na čí straně je ačr,what_is_czech_army
co je to česká armáda,what_is_czech_army
definuj česká armáda,what_is_czech_army
vysvětli mi co je česká armáda,what_is_czech_army
jak je stará česká armáda,how_old_czech_army
kdy vznikla česká armáda,how_old_czech_army
v jakém roce vznikla česká armáda,how_old_czech_army
jaké zbraně máte v armádě,what_guns_in_army
co máte za pušky v armýdě,what_guns_in_army
jaké pistole používáte,what_guns_in_army
co bych měl za zbraň v armádě,what_guns_in_army
jaké jsou hodnoty AČR,army_values
jaké hodnoty vyznává AČR,army_values
jaké hodnoty mají vojáci,army_values
jaké zásady armáda uctívá,army_values
jakými zásadami se armáda řídí,army_values
kde v zahraničí AČR působí,where_army_foreign
na jakých misích byla AČR,where_army_foreign
kde naši vojáci v zahraničí jsou,where_army_foreign
kam nasazují naše vojáky,where_army_foreign
jaké máte v armádě tanky,what_tanks_in_army
co máme za tanky,what_tanks_in_army
jaké má AČR tanky,what_tanks_in_army
máte v armádě multisportku?,what_benefits
dostáváte stravenky?,what_benefits
jaké mají vojáci benefity,what_benefits
co bychměl za benefity v armádě,what_benefits
co můžu dostat za benefity jako voják,what_benefits
kolik platíte?,what_salary_for_me
jaký bych měl plat v armádě,what_salary_for_me
kolik bych měl peněz,what_salary_for_me
jak poznám kolik bych měl plat,what_salary_for_me
jak je to s výsluhama,what_retirement_benefits
kdy mám právo na výsluhy,what_retirement_benefits
kdo dostává výsluhy,what_retirement_benefits
kolik jsou výsluhy,what_retirement_benefits
jaké útvary má AČR,what_types_of_army
jaké jsou části české armády,what_types_of_army
na jaké útvary se dělí armáda,what_types_of_army
co za části má naše armáda,what_types_of_army
co to jsou pozemní síly,what_ground_forces
řekni mi víc o pozemních silách,what_ground_forces
jak fungují pozemní síly,what_ground_forces
co to jsou vzdušné síly,what_air_forces
definuj vzdušné síly,what_air_forces
řekni mi více o vzdušných silách,what_air_forces
co jsou to ty speciální síly,what_special_forces
speciální síly,what_special_forces
jak fungují speciální síly,what_special_forces
řekni mi více o kybernetických silách,what_cyber_forces
co to jsou kybernetické síly,what_cyber_forces
pověz mi víc o kybernetických silách,what_cyber_forces
co to jsou aktivní zálohy,what_active_backups
chci slyšet víc o aktivních zálohách,what_active_backups
řekni mi víc o AZ,what_active_backups
pověz mi víc o AZ,what_active_backups
co je to mechanizované vojsko,what_mechanized_infantry
chci slyšet víc o mechanizovaném vojsku,what_mechanized_infantry
řekni mi víc o mechanizovaném vojsku,what_mechanized_infantry
pověz mi víc o mechanizovaném vojsku,what_mechanized_infantry
kdo to jsou ti výsadkáři,what_paratroopers
chci slyšet víc o výsadkářích,what_paratroopers
řekni mi víc o výsadkářích,what_paratroopers
pověz mi víc o výsadkářích,what_paratroopers
co to je průzkum,what_recon
chci slyšet víc o průzkumných silách,what_recon
řekni mi víc o průzkumnících,what_recon
pověz mi víc o průzkum,what_recon
co to je dělostřelectvo,what_artillery
chci slyšet víc o dělostřelectvu,what_artillery
řekni mi víc o dělostřelectvu,what_artillery
pověz mi víc o dělostřeleckém útvaru,what_artillery
co to je ženista,what_engineers
chci slyšet víc o ženijním útvarů,what_engineers
řekni mi víc o ženistech,what_engineers
pověz mi víc o ženistech,what_engineers
co dělá chemické vojsko,what_chemical
chci slyšet víc o chemickém vojsku,what_chemical
řekni mi víc o chemickém vojsku,what_chemical
pověz mi víc o protichemickém vojsku,what_chemical
co má na starost logistický útvar,what_logistics
chci slyšet víc o logistice,what_logistics
řekni mi víc o logistickém útvaru,what_logistics
pověz mi víc o logistickém útvaru,what_logistics
co dělá taktické letectvo,what_tactical_af
chci slyšet víc o taktickém letectvu,what_tactical_af
řekni mi víc o taktickém letectvu,what_tactical_af
pověz mi víc o taktickém letectvu,what_tactical_af
co dělá vrtulníkové letectvo,what_helicopter_af
chci slyšet víc o vrtulnících,what_helicopter_af
řekni mi víc o vrtulníkovém letectvu,what_helicopter_af
pověz mi víc o vrtulníkách,what_helicopter_af
co dělá dopravní letectvo,what_transport_af
chci slyšet víc o dopravním letectvu,what_transport_af
řekni mi víc o dopravním letectvu,what_transport_af
pověz mi víc o dopravním letectvu,what_transport_af
co dělá protivzdušná obrana,what_antiaircraft_af
chci slyšet víc o protivzdušné obraně,what_antiaircraft_af
řekni mi víc o protivzdušné obraně,what_antiaircraft_af
pověz mi víc o protivzdušné obraně,what_antiaircraft_af
co má na starost řízení letového provozu,what_air_traffic_control
chci slyšet víc o ŘLP,what_air_traffic_control
řekni mi víc o ŘLP,what_air_traffic_control
pověz mi víc o řízení letového provozu,what_air_traffic_control
co dělá 601. skss,what_601_skss
chci slyšet víc o skss,what_601_skss
řekni mi víc o 601 skss,what_601_skss
pověz mi víc o 601 skss,what_601_skss
co znamená cpss,what_cpss
chci slyšet víc o cpss,what_cpss
řekni mi víc o cpss,what_cpss
pověz mi víc o cpss,what_cpss
co dělá SOATU,what_soatu
chci slyšet víc o SOATU,what_soatu
řekni mi víc o SOATU,what_soatu
pověz mi víc o SOATU,what_soatu
co to jsou informační operace,what_info_op
chci slyšet víc o informační operaci,what_info_op
řekni mi víc o informačních operacích,what_info_op
pověz mi víc o info op,what_info_op
co to jsou kybernetické operace,what_cyber_op
chci slyšet víc o kybernetických operacích,what_cyber_op
řekni mi víc o kyberoperacích,what_cyber_op
pověz mi víc o kybernetickejch operacích,what_cyber_op
jak fungují krajské pěší roty,what_region_infantry
chci slyšet víc o pěších rotách,what_region_infantry
řekni mi víc o krajských pěších roty,what_region_infantry
pověz mi víc o krajských pěších roty,what_region_infantry
co to je aktivní záloha útvarů,what_backup_squad
chci slyšet víc o aktivních zálohách,what_backup_squad
řekni mi víc o aktivní záloha útvarů,what_backup_squad
pověz mi víc o AZ útvarů,what_backup_squad
jaká je nejlépe placená pozice?,free_positions
kde najdu otevřené pozice?,free_positions
jaká je nejbezpečnější pozice?,free_positions
budu moct řídit tank?,free_positions
jaká je nejnebezpečnější pozice?,free_positions
proč bych měl vstoupit do armády?,why_enter_army
proč bych měl narukovat?,why_enter_army
proč bych se měl stát vojákem?,why_enter_army
z jakého důvodu bych se měl k vám přidat?,why_enter_army
máš hlad?,adela_jeste_nevecerela
už jsi večeřela?,adela_jeste_nevecerela
měla jsi už večeři?,adela_jeste_nevecerela
jedla jsi už?,adela_jeste_nevecerela
vadí že mám rovnátka?,teeth
máte přátelský kolektiv?,stupid_question
budu msuet kartáčkem čistit záchody?,stupid_question
chodíte spolu do sprchy?,stupid_question
musím si dávat pozor když mi spadne mýdlo ve sprše?,stupid_question
máte skiny na zbraně?,stupid_question
můžu si zbraň vzít domů?,stupid_question
máš to ráda zezadu?,stupid_question
vykouříš mi?,stupid_question
jaká je tvá oblíbená pozice?,stupid_question
rajcují tě muži v uniformě?,stupid_question
proč jsi tak negativní?,stupid_question
budeme kamarádi?,stupid_question
jsi nácek?,stupid_question
jsou v armádě nácci?,stupid_question
jde tě hacknout?,stupid_question
uvaříš mi?,stupid_question
uděláš mi sendvič?,stupid_question
jsi feministka?,stupid_question
kam mám letět na dovolenou?,stupid_question
pošle nás pavel do války?,general_pavel
je generál pavel západní loutka?,general_pavel
je petr pavel velitel ačr?,general_pavel
jsou v armádě fyzické testy?,are_there_tests
jsou v armádě psychotesty?,are_there_tests
musím absolvovat prohlídku od doktora?,are_there_tests
musím mít nějakou fyzičku?,are_there_tests
jak se v armádě chováte k lgbt komunitě?,lgbtqia
vadí že jsem gay?,lgbtqia
vadí že jsem lesba?,lgbtqia
nebinární,lgbtqia
vadí že jsem trans?,lgbtqia
vadí že jsem lgb?,lgbtqia
můžu pít?,can_i_drink
můžu pít alkohol?,can_i_drink
je alkohol zakázaný?,can_i_drink
hitler,stupid_question
stalin,stupid_question
můžu do armády bez maturity,only_elementary_school_finished
vadí že nemám maturitu,only_elementary_school_finished
chci do armády,where_to_start
na jakou pozici dostanu rekrutační bonus,recruitment_bonus
kdy dostanu verbovací bonus,recruitment_bonus
zopakovat fyzické testy,repeating_physical_tests
vadí že šilhám?,strabism
můžu do armády s učňákem,only_elementary_school_finished
můžu být voják když mám jen sošku,only_elementary_school_finished
jak dlouho mi platí prohlídka,length_of_legitimacy_of_health_check
měl jsem operaci kolene,plastic_surgery_of_the_cruciate_ligament
mám zvýšenou hladinu bilirubinu,hyperbilirubinemia
chci se přihlásit na UO,university_enrollment
přihlašování na UO,university_enrollment
jde o vakcinaci,covid_vaccation
musím projít výcvikem?,basic_requirements_for_entering_the_army
kde všude probíhá výcvik,location_of_physical_tests
kde můžu absolvovat výcvik,location_of_physical_tests
co musím splnit abych mohl k hradní stráži,bmi_for_castle_guard
co je na armádě zajímavého,why_enter_army
je mi 50 můžu do záloh?,age_limit
je mi 40 můžu I tak být voják?,age_limit
je mi čtyřicet můžu být záložák?,age_limit
můžu v padesáti do armády?,age_limit
jsou v AZ jen muži?,women_in_active_backups
nedělají se ty testy I nějakou sobotu nebo neděli?,physical_test_over_weekends
kde pak budu pracovat jako voják?,work_location
měl jsem nedávno plastiku kolene vezmete mě?,plastic_surgery_of_the_cruciate_ligament
vezmeš si mě?,stupid_question
co mám dělat když žádná pozice neodpovídá mému vzdělání,education_and_vaccated_positions
bere to armády i lidi s kronem?,crohn_illness
když vstoupím do armády tak si musím nechat odstranit tetování?,tattoo_erasure
můžu jako voják dělat to co dělám teď jako civil,civil_expertise_and_army_position
jsem dost potetovaný můžu do záloh s tím,tattoo
jsi robot adélo,are_you_robot
jsi člověk nebo ne,are_you_human
chodíš s někým?,have_boyfriend
máš ráda putina?,thoughts_on_putin
adélo máš ráda nás lidi?,do_you_like_people
co přesně myslíš českou armádou,what_is_czech_army
s jakýma tankama se v české armádě můžu setkat,what_tanks_in_army
jak zjistím kolik peněz bych měl jako voják,what_salary_for_me
kdo všechno spadá pod letectvo?,what_air_forces
řlp,what_air_traffic_control
jaké musím splnit testy,are_there_tests
můžu jako nebinární člověk do armády?,lgbtqia
jak se přidám do armáda,vzp_recruit
jak se co nejrychleji stanu vojákem,vzp_recruit
chci být voják,vzp_recruit
chci se přidat do armáda,vzp_recruit
chci narukovat,vzp_recruit
jak se přihlásím na univerzitu obrany,university_enrollment
jak se přihlásím na VSŠ,vss_recruit
jak se přihlásím vojenskou střední,vss_recruit
jak se stanu záložákem,az_recruit
jak se stanu aktivní zálohy,az_recruit
chci na UO,university_enrollment
jak se dostanu na UO,university_enrollment
chci do AZ,az_recruit
jak se dostanu do AZ,az_recruit
chci na vsš,vss_recruit
jak se přihlásím na VSŠ,vss_recruit
chci být voják z povolání,vzp_recruit
jak se stanu vojákem,vzp_recruit
chci na dobrovolné vojenské cvičení,dvc_recruit
chci na cvičení,dvc_recruit
přihlásit na cvičení,dvc_recruit
aktivní zálohy,az_recruit
univerzita obrany,university_enrollment
dobrovolné vojenské cvičení,dvc_recruit
voják z povolání,vzp_recruit
vojenská střední,vss_recruit
základní informace,where_to_start
Jak se do armáda dostat,vzp_recruit
Co všechno je potřeba udělat abych se stala vojačkou,vzp_recruit
Jak vstoupit do armáda,vzp_recruit
kde začít,where_to_start
Jaký je nejrychlejší způsob abyste se o mně v armáda dozvěděli,where_to_start
správný postup pro přijetí do armáda,where_to_start
Jak mohu začít pokud se chci stát členem armáda,where_to_start
Které kroky bych měl udělat abych se mohl stát vojákem,where_to_start
Jak se mohu stát součástí armáda,vzp_recruit
Co je potřeba udělat abych se stal členem armáda,where_to_start
jak se stanu vojákem,vzp_recruit
jak začít,where_to_start
jak začnu když chci narukovat,where_to_start
práce,search_job_position
hledám práci,search_job_position
pracovní pozice,search_job_position
jaké jsou volné pozice,search_job_position
volné pozice,search_job_position
vyhledat pracovní pozice,search_job_position
otevřené pozice,search_job_position
chci pracovat pro armádu,search_job_position
jsou na ukrajině nacisti,stupid_question
mzda,what_salary_for_me
plat,what_salary_for_me
jaké jsou výhody práce v armádě,why_enter_army
jak probíhá nábor,where_to_start
co je všechno potřeba pro vstup do armády,basic_requirements_for_entering_the_army
nabídka volných pracovních míst,search_job_position
nabíráte lidi po padesátce,age_limit
co mám dělat když se k vám chci připojit,where_to_start
jak se dostanu k zálohám,az_recruit
jakou pušku v armádě dostanu,what_guns_in_army
jaké jsou omezení pro vstup do armády,basic_requirements_for_entering_the_army
do jakého útvaru můžu nastoupit,vzp_recruit
na jaké pozice se vyplácí náborový příspěvek,recruitment_bonus
jak se přihlásím na vojenskou školu,university_enrollment
jaké jsou nejdůležitější kroky v náborovém procesu pro přijetí nových členů do armády?,are_there_tests
jaké jsou typické fáze výběrového řízení pro přijetí?,are_there_tests
"co musím udělat, abych mohl jít do záloh?",az_recruit
jakou budu mít hodnost při nástupu?,what_rank_for_me
co musí člověk udělat aby získal vyšší hodnost,what_rank_for_me
teplé místečka,stupid_question
jak je to s dovolenou,what_benefits
kolik mi musí být abych mohla vstoupit do armády,age_limit
Co je to dobrovolné vojenské cvičení,what_is_dvc
co znamená dvc,what_is_dvc
kde probíhá dobrovolné vojenské cvičení,what_is_dvc
mají různé pluky různé fyzické testy,physical_tests_details
jak vypadají fyzické testy,physical_tests_details
jaké jsou termíny pro dobrovolné vojenské cvičení,what_is_dvc
kdy je dvc,what_is_dvc
Podléhají příjmy po dobu cvičení dani z příjmů fyzických osob?,taxes_and_training
daně při výcviku,taxes_and_training
řekni mi něco o kurzu základní přípravy,what_is_kzp
co je kzp,what_is_kzp
co znamená kzp,what_is_kzp
řekni mi něco o vojenské škole,uo_recruit
jak se stanu studentem vojenské školy,uo_recruit
je pozice vojáka z povolání vhodná pro všechny,basic_requirements_for_entering_the_army
jaký je rozdíl mezi aktivní zálohou a vojákem z povolání,what_active_backups
pro koho je dobrovolné vojenské cvičení,what_is_dvc
"můžu začít studovat na vojenské škole, když je mi padesát",uo_recruit
kde jsou rekrutační místa,where_recruit
jak se stát důstojníkem armády čr,where_to_start
Jaké jsou kritéria pro hodnocení výsledků fyzických a psychologických testů během náborového procesu?,physical_tests_details
Jaký je typický průběh přijímacího pohovoru do armády?,are_there_tests
Jaká jsou kritéria pro posouzení fyzického stavu uchazeče během přijímacího pohovoru do armády?,physical_tests_details
kdo je prezidentem čr,who_is_president_cz
kdo je prezident,who_is_president_cz
kdo je český prezident,who_is_president_cz
jaké odbornosti poptáváte?,what_skills
musím umět anglicky,what_skills
musím mít řidičák?,what_skills
musím umět nějaký jazyk?,what_skills
jak vypadá fyzická zkouška,physical_tests_details
co je součástí fyzické přípravy,preparation_for_physical_tests
co mě čeká při výcviku,what_is_kzp
kde probíhá výcvik,what_is_kzp
mám jako voják nárok na volno?,what_benefits
Jaké jsou při vstupu do armády výkonostní limity?,physical_tests_details
kde je náborové středisko,where_recruit
kolik je plat vojáka z povolání,what_salary_for_me
jaký je aplikační proces,where_to_start
jaký je výcvik,what_is_kzp
můžu se dát k paragánům,dog_handler
můžu být paragan,dog_handler
vezmetě mě k parašutistům,dog_handler
co mám dělat abych se dostal k aktivním zálohám,az_recruit
aktivní zálohy,what_active_backups
požadavky na věk a vzdělání,basic_requirements_for_entering_the_army
fyzická zdatnost,physical_tests_details
kolik bere voják z povolání,what_salary_for_me
požadavky na uchazeče,basic_requirements_for_entering_the_army
na co se můžu zeptat,what_can_i_ask
jaký můžu položit dotaz,what_can_i_ask
nevím na co se mám zeptat,what_can_i_ask
Co ti můžu říci?,what_can_i_ask
Na co všechno se můžu zeptat?,what_can_i_ask
Co mi všechno povíš?,what_can_i_ask
S čím mi můžeš pomoci?,what_can_i_ask
Co všechno umíš?,what_can_i_ask
Nevím na co se můžu zeptat,what_can_i_ask
Jak se máte?,how_are_you
Jak se máš?,how_are_you
Jak to jde?,how_are_you
jak je,how_are_you
jak je adélo,how_are_you
Jak se jmenuješ?,what_is_your_name
Kdo jsi?,what_is_your_name
Kdo je tam?,what_is_your_name
Identifikuj se.,what_is_your_name
Jaké je Tvé jméno?,what_is_your_name
Prozradíš mi svoje jméno?,what_is_your_name
"Zajímá mě, jak se jmenuješ.",what_is_your_name
Díky,thank_you
Děkuji ti,thank_you
Děkuji za tvou pomoc,thank_you
děkuju,thank_you
Vždyť to vůbec nejde!,complain
Vůbec to nefunguje.,complain
Nic nezmůžeš!,complain
To je strašné.,complain
Je to směšné.,complain
Hrůza.,complain
To vůbec za nic nestojí.,complain
Seru na tebe.,insult
To jsou ale kecy.,insult
Jsi sračka.,insult
To je svinstvo.,insult
Naser si.,insult
Hovadina.,insult
Tohle je na hovno.,insult
Ty jsi ale vůl.,insult
Jsi kráva.,insult
Vole,insult
Krávo,insult
Jdi do prdele!,insult
Píčo,insult
Drž hubu,insult
kurva,insult
To se mi líbí,praise
Funguje to pěkně.,praise
Opravdu super.,praise
Výborně.,praise
Jsi báječný.,praise
To je zábava,praise
to je super,praise
je to skvělé,praise
fantastické,praise
jsem potěšen,praise
mám z toho radost,praise
Vážím si toho,praise
wow,praise
rád to slyším,praise
Jsem smutný,unhappy
Není mi dobře,unhappy
cítím se špatně,unhappy
Kolik ti je let?,how_old_are_you
Jak si stará?,how_old_are_you
Prozraď mi svůj věk.,how_old_are_you
"Nechceš mi říct, kolik ti je?",how_old_are_you
kolik ti je,how_old_are_you
Kde ses narodila?,where_were_you_born
Jaké je vaše místo narození?,where_were_you_born
Kde je tvé rodiště?,where_were_you_born
odkud jsi?,where_do_you_live
kde žiješ,where_do_you_live
kde bydlíš?,where_do_you_live
Máš nějaké sourozence?,do_you_have_any_siblings
Jsi jedináček?,do_you_have_any_siblings
Máš nějakého bratra?,do_you_have_any_siblings
Máš nějakou sestru?,do_you_have_any_siblings
Máš bratra či sestru?,do_you_have_any_siblings
Máš sestru či bratra?,do_you_have_any_siblings
Jakou máš ráda barvu?,favourite_color
Máš oblíbenou barvu?,favourite_color
Máš ráda zelenou,favourite_color
Jakou barvu preferuješ?,favourite_color
Jaký druh hudby máš ráda?,favourite_music
Máte rádi rock?,favourite_music
Co rád posloucháš?,favourite_music
Jaký druh hudby posloucháš?,favourite_music
Jaká je tvá oblíbená hudba?,favourite_music
Máš svůj oblíbený druh hudby?,favourite_music
Co za hudbu preferuješ?,favourite_music
Kdo je tvůj oblíbený herec.,favourite_actor
Jaká je vaše oblíbená herečka?,favourite_actor
Jaké herce máte rádi?,favourite_actor
Jaká je vaše oblíbená postava ve filmu?,favourite_actor
Jaký je tvůj oblíbený film?,favourite_film
Prozraď mi svůj nejoblíbenější film,favourite_film
Který film máte nejraději?,favourite_film
Co za film patří k tvým nejoblíbenějším?,favourite_film
Jaké máš koníčky?,favourite_hobbies
Jaké jsou tvé oblíbené koníčky?,favourite_hobbies
Co rád děláš ve volném čase?,favourite_hobbies
Řekni mi vtip,tell_me_joke
Přijdi s vtipem,tell_me_joke
Rád bych slyšel nějaký vtip,tell_me_joke
Rozesměj mě,tell_me_joke
Rozvesel mě,tell_me_joke
Udělej mi radost,tell_me_joke
Potěš mě,tell_me_joke
Znáš nějaký dobrý vtip?,tell_me_joke
Vtip by byl fajn,tell_me_joke
Poslechnu si vtip,tell_me_joke
Jaké je počasí?,what_is_the_weather_like
Jaká je předpověď na zítra?,what_is_the_weather_like
Jaké je dnes počasí?,what_is_the_weather_like
Mohl bys mi sdělit dnešní předpověď?,what_is_the_weather_like
"Můžeš mi říct, jaké je teď počasí?",what_is_the_weather_like
Jaké je u tebe počasí?,what_is_the_weather_like
Je pěkné počasí?,what_is_the_weather_like
Máme pěkný den?,what_is_the_weather_like
jaká je předpověď na dnešek?,what_is_the_weather_like
Víš jaké je počasí?,what_is_the_weather_like
Ahoj,hello
Dobrý den,hello
Zdravím,hello
čau,hello
Dobré odpoledne,hello
Dobré ráno,hello
Nazdar,hello
čus,hello
zdar,hello
kde je nejbližší náborové středisko ,where_recruit
nemám rád zbraně,stupid_question
nesnáším armádu,stupid_question
jdi se zabít,insult
jak velká je česká armáda,how_big_czech_army
kolik má armáda vojáků,how_big_czech_army
kolik je vojáků v armádě,how_big_czech_army
mohl bych být pilot,dog_handler
chci být pilot,dog_handler
chci být výsadkář,dog_handler
jak se mohu přihlásit,where_to_start
jsem ztracený,what_can_i_ask
jak je armáda ČR veliká?,how_big_czech_army
kolik členů má naše armáda?,how_big_czech_army
jak početná je česká armáda,how_big_czech_army
kdy začíná výcvik,what_is_kzp
kde se nacvičují střelby,what_is_kzp
jak dlouho trvá přijímací proces,what_is_kzp
jak často jsou cvičení záloh,how_often_backup_training
kdy mají zálohy cvičneí,how_often_backup_training
jak často musím na cvičení jako záložák,how_often_backup_training
Jak čassto probíhá přezkoušení?,how_often_backup_training
Jak často probíhá fyzické přezkoušeni?,how_often_backup_training
jaké jsou nároky na fyzičku,physical_tests_details
co musím mít za vzdělání,what_skills
jaké vzdělání požadujete,what_skills
jaký je průměrný plat,average_salary
kolik si tak průměrně vydělám,average_salary
kolik peněz má většina vojáků,average_salary
průměrná mzda vojáka,average_salary
moznosti pro zeny v armade,women_in_army
kdo tě stvořil,where_were_you_born
kde tě vytvořili,where_were_you_born
v kolika letech můžu nastoupit do armády,age_limit
jak se můžu dostat do armády?,where_to_start
"mám oční vadu, můžu I tak do armády?",health_check_eye_glasses
máš ráda putina?,stupid_question
Chci pomoci na Ukrajine. Mohu vstoupit do cizi armady,fight_in_ukraine
Chci bojovat v jine zemi.,fight_in_ukraine
Chci bojovat proti Rusku. Mam vstoupit do armady,fight_in_ukraine
Chci se branit Rusku na Ukrajine.,fight_in_ukraine
Chci bojovat za Ceskou Republiku v jine zemi.,fight_in_ukraine
boj v jine zemi,fight_in_ukraine
Mohu bojovat za cesko jinde,fight_in_ukraine
Je mozne se jit za ACR bojovat na Ukrajinu,fight_in_ukraine
muzu jit bojovat na ukrajinu,fight_in_ukraine
muzu vstoupit do ukrajinske armady,fight_in_ukraine
muzu na ukrajinu,fight_in_ukraine
Muzes mi rict jestli muzu jet bojovat na Ukrajinu,fight_in_ukraine
Date mi povoleni jet bojovat na Ukrajinu,fight_in_ukraine
Je to v poradku kdyz bych jel bojovat na Ukrajinu,fight_in_ukraine
Muzu se prihlasit na Ukrajinu,fight_in_ukraine
Bude mozne abych se pripojil k armade v boji na Ukrajine,fight_in_ukraine
Je povoleno jet bojovat na Ukrajinu nebo je to nezakonne,fight_in_ukraine
Muzu se zucastnit bojovych operaci v Ukrajine,fight_in_ukraine
Chtel bych vedet jestli muzu bojovat na Ukrajine.,fight_in_ukraine
Muzes mi sdelit zda mohu jet bojovat na Ukrajinu,fight_in_ukraine
Je to v poradku kdyz se prihlasim k boji na Ukrajine,fight_in_ukraine
Muzes mi rict jestli je mozne abych se zapojil do bojovych operaci na Ukrajine,fight_in_ukraine
Muzu jet bojovat na Ukrajinu,fight_in_ukraine
Jak je to s ockovani proti kovidu,covid_vaccation
Musim mit ockovani,covid_vaccation
Musim mit covid ockovani.,covid_vaccation
ockovani proti koronaviru,covid_vaccation
Musim byt ockovan proti kovidu,covid_vaccation
Musmi se nechat ockovat proti koronavirusu.,covid_vaccation
Musim si nechat udelat ockovani na koronu kdyz se chci pridat k armade,covid_vaccation
Je ockovani nutne pro vstup do acr,covid_vaccation
Bude ode me vyzadovano abych byl naockovany abych mohl slouzit v armade,covid_vaccation
Je nutne byt ockovany aby bylo mozne slouzit v armade cr,covid_vaccation
Jaky je postoj armady k ockovani proti kovidu,covid_vaccation
Je povinne nechat se ockovat proti covidu pokud se chci pridat k armada,covid_vaccation
Musim podstoupit ockovani proti kovidu abych mohl byt prijat do armada,covid_vaccation
Komu vyplacite naborovy prispevek,recruitment_bonus
Jak se to s naborovym prispevkem,recruitment_bonus
Kdo vsechno dostava naborovy prispevek,recruitment_bonus
Kdo ma narok na naborovy bonus,recruitment_bonus
naborovy prispevel,recruitment_bonus
Kdo dostane rekrutacni bonus,recruitment_bonus
Kdo ma narok na naborovy prispevek,recruitment_bonus
Pro koho je urcen naborovy prispevek,recruitment_bonus
Komu se vyplati ziskat naborovy prispevek,recruitment_bonus
Kdo muze ziskat financni odmenu za nabor novych vojaku,recruitment_bonus
Kdo ziskava penezni bonus za privedeni novych vojaku,recruitment_bonus
Kdo muze ziskat naborovy prispevek za zprostredkovani novych vojaku pro armada CR,recruitment_bonus
zmeskany hovor od naborare,missed_call_from_recruiter
Nestihl jsem hovor od naborare.,missed_call_from_recruiter
volal mi rekruter  ale nestihl jsem zvednout telefon.,missed_call_from_recruiter
Nestihl jsem hovor of rekrutujiciho co s tim,missed_call_from_recruiter
Rekruter me na mobilu nezastihl. Mohu s tim neco udelat,missed_call_from_recruiter
zmeskany hovor,missed_call_from_recruiter
Mam zmeskany hovor od rekrutera.,missed_call_from_recruiter
Nemel jsem cas zavolat rekruterovi co mam delat,missed_call_from_recruiter
Co kdyz jsem nestihl zvednout telefon abych mohl mluvit s rekruterem,missed_call_from_recruiter
Jak ziskat kontakt na rekrutera abych se mohl zeptat na dalsi kroky,missed_call_from_recruiter
Co kdyz mi nezavolal rekruter mel bych volat zpet,missed_call_from_recruiter
Jak zjistim co mam delat kdyz mi rekruter nezanechal zpravu,missed_call_from_recruiter
Jak se mohu dozvedet vice informaci o naborovem procesu kdyz jsem nemohl mluvit s rekruterem,missed_call_from_recruiter
Muze mi byt udelena pokuta protoze jsem nestihl hovor s rekruterem,missed_call_from_recruiter
Co kdyz jsem zmeskal rozhovor s rekruterem mohu si ho domluvit znovu,missed_call_from_recruiter
cukrovku,diabetes
Mohu vstoupit do armada i kdyz mam cukrovku,diabetes
Muzu byt vojak i kdyz mam cukrovku,diabetes
Mohu pro vas pracovat i kdyz mam cukrovku.,diabetes
Je cukrovka problem,diabetes
Je cukrovka problem Nebo s ni mohu pracovat.,diabetes
clovek s cukrovkou.,diabetes
Mohu slouzit i kdyz mam cukrovku,diabetes
Mohu byt vojakem i kdyz trpim cukrovkou,diabetes
Mohu se prihlasit k armada kdyz mam cukrovku,diabetes
Je povoleno mit cukrovku a byt v armade,diabetes
armada prijima lidi s cukrovkou,diabetes
Mam cukrovku mohu byt prijaty do armady,diabetes
Budou mi dovoleno vstoupit do armady pokud trpim cukrovku,diabetes
